name,open,high,low,close,volume,marketCap,timestamp
"2781",0.00988295121652,0.00995322894393,0.00915571632166,0.00962251181972,961067.1,13407557.82,"2024-03-23T00:00:00.000Z"
"2781",0.00962108055306,0.0100425948,0.00945317020004,0.00984521691904,974010.65,13717864.69,"2024-03-23T03:00:00.000Z"
"2781",0.00984172178678,0.0100396117,0.00970576028558,0.010038836,1030381.52,13987644.47,"2024-03-23T06:00:00.000Z"
"2781",0.0100024519,0.0100653179,0.00947737345332,0.0099675486679,838887.07,13875271.43,"2024-03-23T09:00:00.000Z"
"2781",0.00995818665348,0.00999095766055,0.0093688127671,0.00938629743308,646186.26,13078427.75,"2024-03-23T12:00:00.000Z"
"2781",0.00937954187681,0.00990713731279,0.00924028770003,0.00964094715363,542739.15,13433244.76,"2024-03-23T15:00:00.000Z"
"2781",0.0096403584917,0.00986763504749,0.00934251648268,0.00957441519649,512335.27,13340542.24,"2024-03-23T18:00:00.000Z"
"2781",0.00957332094982,0.00963283975086,0.00933660281622,0.00954796528012,470988.64,13303688.16,"2024-03-23T21:00:00.000Z"
"2781",0.00952067749352,0.0095546075347,0.00884544403702,0.00911510794626,485403.37,12700565,"2024-03-24T00:00:00.000Z"
"2781",0.00911792055004,0.0091376367545,0.00883080637164,0.00909850956404,466087.1,12677437.59,"2024-03-24T03:00:00.000Z"
"2781",0.00907034784467,0.00953465639259,0.00895160412615,0.00936662565717,376203.47,13051018.02,"2024-03-24T06:00:00.000Z"
"2781",0.00936662565717,0.00957915996189,0.00897893496555,0.00917475046022,368961.55,12783668.09,"2024-03-24T09:00:00.000Z"
"2781",0.00916830296664,0.00943072431566,0.00891097386949,0.00941347918736,553626.83,13116301.53,"2024-03-24T12:00:00.000Z"
"2781",0.00941383715533,0.00948696921674,0.00905935256693,0.00916208142796,610846.03,12766015.66,"2024-03-24T15:00:00.000Z"
"2781",0.0091805784285,0.00922850120088,0.00900636789493,0.00919431065279,611268.22,12810922.35,"2024-03-24T18:00:00.000Z"
"2781",0.00919401982199,0.00919517534665,0.00898110750763,0.00916455107508,636221.8,12769456.75,"2024-03-24T21:00:00.000Z"
"2781",0.00915739571859,0.00931310212738,0.00908799962795,0.00929149841966,658175.39,12948950.39,"2024-03-25T00:00:00.000Z"
"2781",0.00929337242859,0.00929355148613,0.00914607762882,0.0092557584547,687017.04,12896540.84,"2024-03-25T03:00:00.000Z"
"2781",0.00925256583479,0.00930708202464,0.00870953251341,0.00876025002655,773765.5,12206122.58,"2024-03-25T06:00:00.000Z"
"2781",0.0087592154377,0.00905406932081,0.00871522304089,0.00883740640796,814763.24,12313628.67,"2024-03-25T09:00:00.000Z"
"2781",0.00883691880026,0.00890679804529,0.00873108866531,0.00884461878174,843890.32,12323678.06,"2024-03-25T12:00:00.000Z"
"2781",0.00884461878174,0.0094790731113,0.00884379904234,0.00935725654194,853216.79,13037963.53,"2024-03-25T15:00:00.000Z"
"2781",0.00935776274854,0.00935881308911,0.00903013084561,0.00931599505643,880674.3,12980875.86,"2024-03-25T18:00:00.000Z"
"2781",0.00931628511751,0.00935788127485,0.00909788605985,0.00915272444046,822113.38,12752978.07,"2024-03-25T21:00:00.000Z"
"2781",0.0091490024848,0.00931940761611,0.00914800595311,0.00917639119073,765323.99,12785954.21,"2024-03-26T00:00:00.000Z"
"2781",0.0091602913954,0.00931377113749,0.00891592335365,0.0090729844284,796132,12641872.06,"2024-03-26T03:00:00.000Z"
"2781",0.00907271106025,0.00919464454471,0.0089217197924,0.0089217197924,720170.93,12431107,"2024-03-26T06:00:00.000Z"
"2781",0.0089287332478,0.00897037139229,0.00876683855685,0.00887061447531,576808.23,12359899.24,"2024-03-26T09:00:00.000Z"
"2781",0.0088718329561,0.00907925528466,0.00876296876823,0.00886680040967,578773.19,12354584.9,"2024-03-26T12:00:00.000Z"
"2781",0.00886705938621,0.00890196229701,0.00870654493124,0.00888941982914,566075.16,12386101.74,"2024-03-26T15:00:00.000Z"
"2781",0.00889027394361,0.00898834626233,0.00875071198934,0.00876206739621,545707.67,12208654.82,"2024-03-26T18:00:00.000Z"
"2781",0.00876206739621,0.00897964091701,0.00873338531506,0.00888421404512,554994.8,12378848.24,"2024-03-26T21:00:00.000Z"
"2781",0.00888270215761,0.00903074446221,0.00873098415365,0.00880177855256,572167.84,12263986.48,"2024-03-27T00:00:00.000Z"
"2781",0.00878743430722,0.00888014425038,0.00874699438057,0.00879902239201,532668.69,12260146.18,"2024-03-27T03:00:00.000Z"
"2781",0.00879845195025,0.00886916800092,0.00866507400972,0.00876865298834,575685.97,12217830.87,"2024-03-27T06:00:00.000Z"
"2781",0.00876459758302,0.00876530789956,0.00868016554025,0.00872065365035,667120.38,12150950.84,"2024-03-27T09:00:00.000Z"
"2781",0.00872065365035,0.00880380846679,0.00859414344913,0.0087182468716,552842.88,12147597.35,"2024-03-27T12:00:00.000Z"
"2781",0.00870821043211,0.00873279917136,0.00832076116932,0.00832201903468,645635.17,11595512.02,"2024-03-27T15:00:00.000Z"
"2781",0.00833389296382,0.00840790279199,0.00830480744,0.00830509596595,661283.34,11571932.2,"2024-03-27T18:00:00.000Z"
"2781",0.00832320854998,0.0083880994962,0.00829747561322,0.00831745686628,674926.89,11589155.3,"2024-03-27T21:00:00.000Z"
"2781",0.00832196043118,0.00845204318347,0.00820202269753,0.00835087270727,700569.57,11635715.37,"2024-03-28T00:00:00.000Z"
"2781",0.00835162276606,0.00851939912291,0.00826872348367,0.00847672036946,723924.31,11811065.62,"2024-03-28T03:00:00.000Z"
"2781",0.00847369783,0.00878526196515,0.00847329059859,0.00861929304091,690430.03,12009719.71,"2024-03-28T06:00:00.000Z"
"2781",0.00860988846635,0.00923098278574,0.00860515486881,0.00920286246351,702886.97,12822838.04,"2024-03-28T09:00:00.000Z"
"2781",0.00921466804154,0.00935719906874,0.00885736697937,0.00917624692449,724218.94,12785753.2,"2024-03-28T12:00:00.000Z"
"2781",0.00917008756886,0.00934080675318,0.00886667898186,0.00912516860763,750750.4,12714583.06,"2024-03-28T15:00:00.000Z"
"2781",0.00913492246327,0.00914519474652,0.00872623924205,0.00882167902601,760109.29,12291714.87,"2024-03-28T18:00:00.000Z"
"2781",0.00881543854773,0.00910965615457,0.00877429668391,0.00889747509051,739160.93,12397325.56,"2024-03-28T21:00:00.000Z"
"2781",0.00889662076902,0.00910107686458,0.00879594354368,0.00910092435356,689656.55,12680802.25,"2024-03-29T00:00:00.000Z"
"2781",0.00909891801433,0.00946231988366,0.00890152665689,0.00894053765021,661182.29,12457326.92,"2024-03-29T03:00:00.000Z"
"2781",0.00894140834525,0.00904680096841,0.00861184994367,0.00865547971222,670132.37,12060140.52,"2024-03-29T06:00:00.000Z"
"2781",0.00865986317134,0.00877532737474,0.00864335033966,0.008717973901,667151.24,12147217,"2024-03-29T09:00:00.000Z"
"2781",0.008717973901,0.00877778256997,0.00856144674508,0.0086918300562,661587.07,12110789.39,"2024-03-29T12:00:00.000Z"
"2781",0.00869232130745,0.00871959008722,0.00847916874117,0.00849586761796,628715.12,11837744.5,"2024-03-29T15:00:00.000Z"